record_id,customer_id,age,gender,region,employment_status,annual_income,credit_score,loan_type,loan_amount,annual_interest_rate,loan_term_months,loan_status,open_date,last_payment_date,last_payment_amount,balance_remaining,currency,debt_to_income_ratio,risk_band
181,CUST100181,74,Male,East,Unemployed,89197,627,Student,100790,6.73,36,Active,2024-03-11,2025-08-19,2260.27,7799.74,USD,0.417,High
182,CUST100182,31,Male,North,Student,285609,623,Student,116037,7.51,24,Active,2022-10-27,2023-07-29,4942.34,27260.53,USD,0.2194,High
183,CUST100183,50,Male,South,Retired,191311,669,Mortgage,750472,5.45,60,Active,2016-04-15,2016-05-29,15317.67,535708.39,USD,0.8981,Medium
184,CUST100184,21,Female,South,Employed,26640,771,Auto,75065,6.34,120,Closed,2017-07-05,2018-03-21,846.17,35291.27,USD,0.3812,Low
185,CUST100185,64,Male,North,Unemployed,245089,674,Credit Card,42125,13.0,360,Active,2021-05-14,2022-08-11,419.32,0.0,USD,0.0228,Medium
186,CUST100186,34,Male,Central,Employed,139749,626,Auto,33456,6.26,12,Active,2021-11-02,2022-10-03,2502.1,0.0,USD,0.2476,High
187,CUST100187,64,Female,East,Employed,319649,673,Mortgage,476112,3.78,12,Active,2020-02-19,2020-03-18,35878.37,435618.95,USD,1.5202,Medium
188,CUST100188,38,Male,Central,Student,24178,680,Personal,49468,13.47,360,Closed,2019-10-08,2025-08-19,621.49,0.0,USD,0.2806,Medium
189,CUST100189,64,Other,South,Self-employed,23343,711,Mortgage,802582,3.01,240,Active,2025-02-27,2025-08-19,3303.83,0.0,USD,2.2903,Medium
190,CUST100190,49,Male,South,Unemployed,68772,638,Credit Card,28070,21.11,180,Active,2020-10-11,2022-05-28,381.05,17230.6,USD,0.0901,High
191,CUST100191,22,Other,Central,Employed,248056,719,Personal,18104,16.21,240,Active,2023-07-01,2025-08-19,211.55,0.0,USD,0.0123,Medium
192,CUST100192,78,Male,South,Retired,77133,657,Student,87321,6.03,180,Active,2024-04-11,2025-08-19,607.84,48192.15,USD,0.1149,Medium
193,CUST100193,28,Other,East,Retired,41144,574,Personal,26968,12.16,120,Active,2018-07-22,2020-07-03,277.43,0.0,USD,0.1136,High
194,CUST100194,65,Other,South,Employed,262243,737,Auto,62505,4.3,24,Active,2022-03-03,2022-11-23,2904.97,13497.68,USD,0.1246,Medium
195,CUST100195,30,Other,West,Self-employed,68223,681,Student,18274,4.84,240,Active,2024-11-07,2025-08-19,106.91,0.0,USD,0.0209,Medium
196,CUST100196,40,Male,South,Unemployed,166724,693,Credit Card,41578,20.02,120,Active,2021-03-26,2024-04-26,716.92,0.0,USD,0.0579,Medium
197,CUST100197,44,Male,Central,Self-employed,305032,745,Credit Card,32763,16.47,180,Active,2019-12-29,2022-01-03,349.51,0.0,USD,0.0194,Medium
198,CUST100198,69,Female,North,Student,297574,664,Auto,30922,3.35,60,Active,2018-08-17,2020-11-29,569.69,11866.69,USD,0.0226,Medium
199,CUST100199,78,Male,Central,Student,206019,656,Personal,49372,14.37,12,Active,2023-07-12,2024-01-08,4792.56,514.74,USD,0.2587,Medium
200,CUST100200,30,Female,Central,Unemployed,112042,698,Auto,38679,3.07,360,Active,2015-08-24,2025-08-19,128.43,10872.4,USD,0.0176,Medium
201,CUST100201,76,Female,North,Employed,97443,807,Mortgage,1875199,4.84,180,Active,2016-06-14,2023-11-17,12593.04,481251.46,USD,1.807,Low
202,CUST100202,26,Male,West,Student,186347,738,Credit Card,12491,16.92,120,Delinquent,2017-01-24,2017-01-25,233.67,7728.93,USD,0.0139,Medium
203,CUST100203,67,Other,North,Self-employed,335825,602,Credit Card,15476,20.32,24,Active,2021-03-15,2021-04-26,788.61,12315.66,USD,0.0282,High
204,CUST100204,28,Other,North,Unemployed,254162,730,Mortgage,1610816,3.0,240,Closed,2020-07-20,2025-08-19,9716.49,0.0,USD,0.4218,Medium
205,CUST100205,49,Female,East,Retired,216790,621,Credit Card,43661,21.86,60,Active,2017-06-18,2017-09-01,1226.06,9993.9,USD,0.0666,High
206,CUST100206,34,Male,North,Unemployed,109184,747,Mortgage,1247239,6.3,24,Active,2019-06-06,2020-10-12,54438.11,193743.19,USD,6.094,Medium
207,CUST100207,56,Female,South,Employed,73088,679,Credit Card,18384,20.59,120,Active,2018-04-20,2018-05-15,310.72,14033.97,USD,0.0595,Medium
208,CUST100208,21,Female,North,Student,65942,637,Credit Card,32478,14.6,12,Active,2017-12-16,2018-01-25,2389.15,26627.43,USD,0.5323,High
209,CUST100209,37,Female,West,Student,158938,607,Auto,58630,6.1,180,Active,2017-09-24,2018-03-25,400.99,1866.39,USD,0.0376,High
210,CUST100210,35,Other,North,Self-employed,70700,635,Credit Card,28131,24.62,60,Active,2021-11-05,2021-12-24,841.85,25672.72,USD,0.1391,High
211,CUST100211,73,Female,Central,Self-employed,269698,665,Mortgage,1152983,5.0,36,Active,2016-12-26,2017-06-21,37307.44,185416.82,USD,1.5375,Medium
212,CUST100212,30,Male,North,Student,61087,789,Auto,43801,4.12,24,Active,2016-08-12,2017-05-23,1635.77,20948.26,USD,0.3741,Low
213,CUST100213,47,Male,Central,Retired,293972,732,Auto,29424,4.98,24,Closed,2016-10-27,2017-02-07,1309.06,6193.05,USD,0.0527,Medium
214,CUST100214,74,Female,West,Unemployed,220825,737,Student,14821,4.86,240,Closed,2017-04-02,2025-08-19,69.17,0.0,USD,0.0053,Medium
215,CUST100215,39,Other,South,Employed,269151,671,Student,30747,8.86,60,Active,2017-02-22,2018-05-21,642.29,18659.77,USD,0.0284,Medium
216,CUST100216,56,Other,North,Self-employed,251586,803,Personal,4683,12.18,36,Closed,2016-05-16,2017-10-16,134.32,1720.04,USD,0.0074,Low
217,CUST100217,51,Other,North,Self-employed,121063,748,Mortgage,623219,3.12,12,Closed,2019-09-06,2019-12-16,42760.0,42234.26,USD,5.2353,Medium
218,CUST100218,50,Female,North,Employed,146845,667,Auto,72204,5.05,180,Active,2019-07-02,2020-12-12,572.63,48716.45,USD,0.0468,Medium
219,CUST100219,42,Male,South,Retired,132364,804,Auto,45269,5.28,12,Delinquent,2025-05-02,2025-08-19,2730.64,0.0,USD,0.3519,Low
220,CUST100220,56,Male,South,Unemployed,338947,745,Personal,28774,16.75,180,Active,2020-10-14,2022-01-03,388.14,758.32,USD,0.0155,Medium
221,CUST100221,43,Other,North,Employed,288180,779,Credit Card,40914,15.67,24,Active,2021-01-15,2021-02-05,2187.22,36920.34,USD,0.0831,Low
222,CUST100222,34,Other,East,Self-employed,98606,702,Mortgage,1789108,6.0,240,Active,2023-01-17,2024-08-12,12670.49,750872.24,USD,1.5599,Medium
223,CUST100223,34,Female,West,Student,38517,749,Auto,72355,6.17,180,Closed,2021-04-29,2023-03-26,639.62,25444.92,USD,0.1923,Medium
224,CUST100224,29,Female,North,Student,87079,790,Credit Card,12997,24.31,180,Active,2022-12-23,2023-08-07,227.89,7043.41,USD,0.0373,Low
225,CUST100225,68,Female,East,Unemployed,327007,557,Student,19071,8.33,24,Active,2020-12-07,2021-04-14,647.26,13878.58,USD,0.0318,High
226,CUST100226,44,Male,South,Self-employed,125013,679,Student,76703,5.05,36,Closed,2022-02-06,2022-10-14,2332.98,53697.2,USD,0.2208,Medium
227,CUST100227,26,Other,West,Student,231494,686,Mortgage,179115,4.87,180,Active,2015-10-18,2021-10-01,1090.08,63959.94,USD,0.0728,Medium
228,CUST100228,33,Male,East,Unemployed,87596,617,Personal,11945,6.78,12,Active,2018-12-25,2019-02-21,1023.2,7815.6,USD,0.1414,High
229,CUST100229,74,Other,South,Unemployed,276994,682,Student,10013,5.14,36,Active,2018-01-03,2018-01-21,271.21,9712.27,USD,0.013,Medium
230,CUST100230,68,Male,West,Unemployed,300354,731,Mortgage,1488251,3.38,12,Active,2016-03-06,2016-05-04,109468.31,98915.34,USD,5.0462,Medium
231,CUST100231,48,Other,South,Self-employed,24878,639,Credit Card,18693,20.1,36,Active,2020-05-02,2020-09-09,686.96,14519.09,USD,0.3356,High
232,CUST100232,24,Female,South,Retired,124726,775,Student,82424,4.8,360,Active,2017-12-19,2025-08-19,359.9,0.0,USD,0.0416,Low
233,CUST100233,76,Male,Central,Student,98194,817,Student,82600,5.32,12,Active,2016-10-03,2016-11-27,5070.07,68433.41,USD,0.8656,Low
234,CUST100234,38,Female,North,Employed,44059,722,Student,75335,8.39,24,Active,2019-10-26,2020-01-27,2550.18,41128.86,USD,0.9316,Medium
235,CUST100235,71,Female,West,Student,107440,639,Credit Card,32632,22.43,360,Active,2017-09-02,2025-08-19,617.85,0.0,USD,0.0682,High
236,CUST100236,74,Other,South,Student,275916,632,Mortgage,232825,3.92,180,Active,2015-10-11,2025-08-19,1724.87,0.0,USD,0.0745,High
237,CUST100237,80,Other,East,Retired,294256,750,Student,70162,6.41,240,Active,2017-04-21,2025-08-19,548.91,0.0,USD,0.0212,Low
238,CUST100238,77,Male,Central,Student,279960,698,Personal,4299,12.08,240,Active,2020-02-28,2025-06-06,34.8,0.0,USD,0.002,Medium
239,CUST100239,23,Female,West,Unemployed,82236,616,Mortgage,1268388,4.92,24,Active,2024-07-08,2025-05-15,58716.61,211978.27,USD,8.1133,High
240,CUST100240,47,Female,East,Employed,136873,753,Credit Card,40318,18.15,180,Active,2023-09-01,2024-12-11,483.03,0.0,USD,0.0573,Low
241,CUST100241,40,Other,East,Retired,293670,685,Auto,74542,3.49,240,Active,2016-11-02,2020-04-06,336.2,46466.51,USD,0.0176,Medium
242,CUST100242,31,Female,South,Unemployed,76500,741,Mortgage,1719305,6.12,360,Active,2023-01-09,2025-08-19,7871.08,0.0,USD,1.6378,Medium
243,CUST100243,21,Other,West,Retired,273195,580,Credit Card,22092,18.55,240,Delinquent,2020-05-01,2025-08-19,283.57,0.0,USD,0.0154,High
244,CUST100244,46,Male,South,Student,335896,781,Personal,46973,12.57,180,Active,2023-08-15,2025-08-19,453.46,0.0,USD,0.0208,Low
245,CUST100245,40,Other,South,Self-employed,284185,712,Mortgage,1695460,4.23,360,Closed,2022-03-05,2025-08-19,8068.66,0.0,USD,0.3514,Medium
246,CUST100246,52,Female,West,Employed,294061,634,Mortgage,1505624,3.2,120,Active,2024-01-19,2025-08-19,16048.93,37841.04,USD,0.599,High
247,CUST100247,21,Other,East,Self-employed,303730,756,Auto,76967,5.75,120,Active,2023-05-30,2023-12-08,904.5,5153.84,USD,0.0334,Low
248,CUST100248,80,Other,East,Retired,48207,756,Student,64126,8.56,180,Active,2024-02-08,2025-08-19,630.8,0.0,USD,0.1578,Low
249,CUST100249,30,Female,West,Self-employed,59043,661,Credit Card,8821,16.9,240,Active,2018-10-08,2024-09-10,96.8,0.0,USD,0.0262,Medium
250,CUST100250,39,Female,South,Employed,100584,809,Credit Card,44377,15.92,180,Active,2016-06-15,2022-05-07,511.63,0.0,USD,0.0775,Low
251,CUST100251,50,Male,West,Retired,301561,684,Auto,53500,4.16,120,Default,2018-02-01,2025-01-07,497.82,1109.05,USD,0.0217,Medium
252,CUST100252,70,Other,North,Employed,201407,641,Credit Card,41706,15.17,12,Delinquent,2023-04-17,2023-07-23,4017.73,22867.7,USD,0.2245,High
253,CUST100253,52,Other,East,Employed,290987,753,Credit Card,30200,18.33,120,Delinquent,2022-12-11,2023-11-04,498.59,16985.8,USD,0.0227,Low
254,CUST100254,79,Other,Central,Employed,348693,691,Credit Card,47054,23.42,240,Active,2022-11-21,2024-07-03,926.15,0.0,USD,0.0319,Medium
255,CUST100255,39,Male,North,Employed,48452,655,Mortgage,1305783,5.88,120,Active,2020-03-17,2022-09-26,13727.48,599286.04,USD,3.5709,Medium
256,CUST100256,61,Male,Central,Employed,344193,670,Personal,45949,9.62,24,Closed,2018-10-18,2020-01-09,1800.84,0.0,USD,0.0736,Medium
257,CUST100257,19,Female,South,Retired,135272,638,Credit Card,20331,24.48,36,Active,2018-12-24,2019-01-04,739.69,1867.15,USD,0.0712,High
258,CUST100258,18,Other,Central,Student,301622,705,Auto,55069,3.74,36,Active,2017-06-11,2017-10-02,1533.26,37254.56,USD,0.0644,Medium
259,CUST100259,60,Other,North,Retired,261835,716,Mortgage,625730,3.34,360,Active,2019-05-08,2022-03-23,2667.51,124461.93,USD,0.1262,Medium
260,CUST100260,22,Male,East,Student,256268,648,Credit Card,10987,19.35,180,Active,2024-09-11,2025-08-19,144.06,0.0,USD,0.0088,High
261,CUST100261,63,Other,West,Unemployed,208474,772,Personal,21019,11.84,24,Closed,2017-08-10,2017-11-01,1024.14,1261.65,USD,0.0569,Low
262,CUST100262,26,Other,South,Unemployed,348528,599,Mortgage,1804234,5.04,240,Active,2024-04-06,2025-08-19,12694.0,229.48,USD,0.4113,High
263,CUST100263,52,Female,South,Unemployed,225782,575,Personal,9774,11.58,24,Active,2020-02-02,2020-10-16,322.67,4734.0,USD,0.0244,High
264,CUST100264,80,Other,South,Retired,93594,693,Credit Card,44215,23.34,36,Closed,2023-11-22,2024-11-23,1231.38,0.0,USD,0.2204,Medium
265,CUST100265,32,Male,East,Unemployed,142693,765,Student,124182,8.41,12,Active,2022-11-29,2022-12-25,10625.61,70052.24,USD,0.9104,Low
266,CUST100266,71,Other,East,Retired,305396,711,Student,100760,6.94,24,Active,2021-06-07,2021-09-11,4910.12,64691.64,USD,0.1772,Medium
267,CUST100267,70,Female,West,Student,336780,691,Credit Card,43170,15.65,36,Closed,2017-09-25,2018-03-29,1420.88,28067.2,USD,0.0538,Medium
268,CUST100268,60,Male,West,Unemployed,79422,696,Auto,31134,5.27,240,Active,2015-11-21,2016-02-17,157.85,18105.16,USD,0.0318,Medium
269,CUST100269,50,Male,Central,Self-employed,49313,702,Credit Card,42787,12.24,120,Active,2016-08-07,2017-11-09,584.25,26051.86,USD,0.1508,Medium
270,CUST100270,32,Female,Central,Self-employed,325474,740,Credit Card,18335,14.18,180,Active,2020-09-21,2022-04-07,195.13,0.0,USD,0.0091,Medium
271,CUST100271,30,Other,Central,Student,98413,713,Credit Card,40309,12.51,24,Active,2016-09-06,2017-08-09,1434.39,11702.51,USD,0.2325,Medium
272,CUST100272,75,Other,West,Retired,240559,686,Credit Card,29112,14.98,360,Active,2024-06-29,2025-08-19,343.97,0.0,USD,0.0183,Medium
273,CUST100273,62,Other,North,Student,90193,592,Mortgage,694053,5.09,240,Closed,2018-07-12,2018-07-23,4539.61,472532.05,USD,0.614,High
274,CUST100274,54,Other,North,Retired,23771,683,Personal,27794,10.35,36,Active,2020-06-01,2020-10-12,939.26,13371.47,USD,0.455,Medium
275,CUST100275,35,Other,West,Self-employed,236650,712,Auto,58524,4.96,360,Active,2018-06-26,2025-08-19,315.77,9423.77,USD,0.0159,Medium
276,CUST100276,73,Other,North,Self-employed,254144,616,Personal,37082,13.37,12,Active,2017-06-10,2017-11-19,2329.98,17170.98,USD,0.1567,High
277,CUST100277,77,Other,West,Employed,53596,661,Credit Card,3474,21.42,240,Delinquent,2022-07-10,2025-08-19,51.25,0.0,USD,0.0141,Medium
278,CUST100278,67,Male,West,Student,25615,610,Credit Card,19743,14.53,60,Active,2022-07-15,2022-08-02,392.27,15094.72,USD,0.2178,High
279,CUST100279,23,Female,West,Unemployed,227168,687,Mortgage,1645444,5.46,24,Closed,2021-10-20,2022-04-16,60849.74,992697.67,USD,3.8312,Medium
280,CUST100280,32,Other,South,Student,231789,710,Student,137707,4.53,24,Closed,2021-04-12,2021-10-03,6486.27,83594.92,USD,0.3113,Medium
281,CUST100281,79,Female,Central,Retired,151146,728,Personal,31071,14.18,12,Active,2021-01-16,2021-01-24,2030.14,28278.59,USD,0.2217,Medium
282,CUST100282,61,Other,South,Unemployed,236229,796,Mortgage,1569723,5.91,60,Closed,2018-11-10,2019-02-20,29357.28,1418315.52,USD,1.5382,Low
283,CUST100283,22,Other,South,Student,184559,557,Personal,12978,17.37,60,Active,2021-03-26,2022-05-08,258.13,0.0,USD,0.0211,High
284,CUST100284,32,Male,South,Retired,206660,660,Mortgage,1517280,6.35,360,Closed,2022-07-10,2022-09-17,10226.53,1488956.83,USD,0.5482,Medium
285,CUST100285,41,Other,East,Student,321213,774,Credit Card,19367,17.17,36,Delinquent,2016-03-30,2018-06-26,601.64,0.0,USD,0.0259,Low
286,CUST100286,40,Female,South,Student,83107,737,Mortgage,124788,5.36,240,Closed,2022-02-25,2023-01-24,716.73,103573.91,USD,0.1225,Medium
287,CUST100287,29,Other,East,Self-employed,161247,692,Personal,13052,11.99,60,Active,2020-05-03,2022-06-04,245.58,280.18,USD,0.0216,Medium
288,CUST100288,54,Male,Central,Self-employed,72360,816,Credit Card,29325,23.13,60,Closed,2017-04-10,2021-05-31,629.8,0.0,USD,0.1375,Low
289,CUST100289,29,Female,West,Self-employed,291060,705,Student,83652,5.25,12,Active,2020-02-08,2020-03-01,5488.1,76481.18,USD,0.2956,Medium
290,CUST100290,71,Other,North,Student,195456,661,Credit Card,17889,16.47,240,Active,2016-12-30,2023-10-15,198.96,0.0,USD,0.0157,Medium
291,CUST100291,29,Female,East,Unemployed,287619,695,Mortgage,899163,5.15,360,Delinquent,2022-09-21,2024-08-07,4694.78,535847.73,USD,0.2048,Medium
292,CUST100292,57,Other,West,Employed,61477,654,Personal,43795,9.5,120,Active,2022-06-05,2025-08-19,458.17,0.0,USD,0.1106,Medium
293,CUST100293,41,Other,Central,Retired,256080,689,Mortgage,362227,5.55,120,Active,2023-12-24,2024-11-15,3089.94,11558.53,USD,0.1846,Medium
294,CUST100294,77,Female,Central,Employed,33822,758,Mortgage,317953,3.92,36,Active,2016-08-01,2017-06-13,7423.32,92930.71,USD,3.3266,Low
295,CUST100295,26,Male,Central,Self-employed,34979,625,Personal,32205,11.61,120,Active,2021-10-15,2022-07-18,494.76,6735.27,USD,0.156,High
296,CUST100296,56,Female,Central,Student,294443,730,Personal,32565,12.48,24,Active,2020-08-04,2021-02-07,1332.14,18702.68,USD,0.0628,Medium
297,CUST100297,51,Male,East,Unemployed,265994,711,Student,130060,5.5,240,Active,2024-08-02,2025-08-19,911.4,63854.7,USD,0.0404,Medium
298,CUST100298,74,Other,West,Student,151017,568,Student,104184,5.1,24,Closed,2020-05-16,2021-01-16,4148.23,12676.72,USD,0.3636,High
299,CUST100299,57,Other,East,Unemployed,298891,754,Mortgage,482535,3.48,24,Active,2022-10-12,2023-08-24,18364.51,190739.39,USD,0.8368,Low
300,CUST100300,38,Male,South,Employed,300478,674,Student,7150,5.16,36,Active,2015-10-21,2016-05-30,179.74,491.02,USD,0.0086,Medium
301,CUST100301,41,Female,North,Unemployed,62060,616,Auto,42778,5.86,12,Default,2017-01-02,2017-05-09,3141.57,0.0,USD,0.7114,High
302,CUST100302,33,Other,North,Self-employed,261610,726,Auto,71974,4.36,120,Active,2019-04-06,2019-05-19,739.52,57152.41,USD,0.034,Medium
303,CUST100303,48,Other,East,Self-employed,208967,667,Student,90069,4.08,120,Active,2022-03-12,2022-09-30,929.67,76339.0,USD,0.0526,Medium
304,CUST100304,68,Other,West,Retired,101260,685,Auto,75525,3.32,180,Active,2024-02-27,2025-07-02,386.04,0.0,USD,0.0632,Medium
305,CUST100305,68,Male,South,Student,141988,657,Personal,29751,14.8,12,Active,2023-05-15,2023-08-14,2655.0,13656.19,USD,0.2267,Medium
306,CUST100306,63,Female,Central,Unemployed,304548,725,Auto,55569,4.13,360,Active,2018-09-22,2025-08-19,205.92,0.0,USD,0.0106,Medium
307,CUST100307,70,Female,Central,Unemployed,258068,684,Mortgage,1399677,6.0,60,Active,2019-03-27,2019-08-03,26067.01,154931.83,USD,1.2583,Medium
308,CUST100308,51,Other,West,Retired,100809,717,Personal,8239,7.16,24,Active,2016-02-17,2016-03-10,387.73,6761.08,USD,0.044,Medium
309,CUST100309,24,Male,Central,Student,276853,708,Personal,4216,10.4,24,Closed,2015-10-14,2016-03-29,175.12,3044.04,USD,0.0085,Medium
310,CUST100310,23,Female,North,Unemployed,312563,711,Personal,6107,17.34,24,Active,2016-10-09,2017-06-02,276.48,0.0,USD,0.0116,Medium
311,CUST100311,33,Other,South,Retired,312626,690,Credit Card,24459,20.77,240,Active,2025-07-16,2025-08-19,437.66,13270.0,USD,0.0165,Medium
312,CUST100312,60,Male,Central,Retired,252265,760,Student,89790,7.04,60,Active,2019-11-05,2022-12-05,1905.04,2587.41,USD,0.0847,Low
313,CUST100313,46,Female,North,Employed,169150,720,Personal,1430,9.6,60,Closed,2018-01-17,2019-10-23,21.33,0.0,USD,0.0021,Medium
314,CUST100314,62,Female,Central,Retired,311673,716,Mortgage,179138,4.61,36,Active,2017-03-10,2017-09-13,5635.72,93736.15,USD,0.2055,Medium
315,CUST100315,37,Male,Central,Student,318353,811,Auto,73999,5.89,24,Closed,2022-04-25,2023-02-26,2342.18,8478.71,USD,0.1235,Low
316,CUST100316,42,Male,North,Unemployed,202415,769,Mortgage,1924074,5.7,12,Active,2022-09-30,2023-08-19,141028.18,0.0,USD,9.8016,Low
317,CUST100317,52,Other,South,Unemployed,283403,724,Student,121815,7.76,24,Active,2018-02-16,2018-07-14,5575.99,50366.5,USD,0.2327,Medium
318,CUST100318,48,Other,North,Retired,229291,659,Student,39177,7.81,360,Active,2021-11-28,2025-08-19,242.25,10665.21,USD,0.0148,Medium
319,CUST100319,65,Other,South,Self-employed,57562,657,Credit Card,6871,13.46,240,Active,2020-05-21,2024-04-16,64.24,0.0,USD,0.0173,Medium
320,CUST100320,67,Female,South,Unemployed,343077,722,Auto,36173,5.4,36,Active,2024-02-19,2024-03-18,1086.1,30719.77,USD,0.0381,Medium
321,CUST100321,27,Female,North,Unemployed,78341,662,Personal,14697,14.88,60,Active,2017-12-03,2019-05-22,348.77,2840.67,USD,0.0534,Medium
322,CUST100322,27,Other,North,Student,325662,788,Personal,12162,6.72,60,Active,2024-06-27,2025-08-19,193.41,1636.37,USD,0.0088,Low
323,CUST100323,22,Female,East,Unemployed,76566,720,Student,138310,8.88,24,Active,2019-03-06,2020-05-22,5925.08,43644.34,USD,0.9891,Medium
324,CUST100324,79,Female,Central,Employed,40841,644,Personal,33108,10.72,36,Active,2015-11-05,2016-10-30,909.13,9358.37,USD,0.3172,High
325,CUST100325,80,Other,East,Employed,348095,659,Mortgage,1263792,6.32,60,Active,2017-05-04,2018-06-10,23704.55,746748.3,USD,0.8488,Medium
326,CUST100326,79,Other,Central,Self-employed,238802,668,Personal,40673,9.95,36,Closed,2017-12-15,2018-05-12,1202.0,30181.41,USD,0.0659,Medium
327,CUST100327,73,Male,East,Retired,90911,620,Auto,30715,4.11,24,Closed,2017-09-14,2017-11-27,1323.06,17361.99,USD,0.1763,High
328,CUST100328,74,Female,West,Unemployed,252261,841,Personal,10958,15.35,24,Active,2017-02-10,2017-02-16,535.8,8292.3,USD,0.0254,Low
329,CUST100329,54,Other,South,Retired,141730,690,Auto,60785,4.72,36,Closed,2017-06-22,2017-10-15,1293.29,39015.21,USD,0.1536,Medium
330,CUST100330,18,Female,West,Self-employed,126343,728,Student,133435,7.44,360,Active,2025-08-04,2025-08-19,799.47,16567.38,USD,0.0881,Medium
331,CUST100331,42,Other,East,Student,340604,805,Credit Card,35421,20.34,12,Closed,2021-06-23,2021-07-07,2901.61,32134.03,USD,0.1158,Low
